entity_id,company,company_description,sector,subsector,value_chain_tier,bottleneck_risk,policy_exposure,round,deal_type,amount_m,valuation_m,date,date_display,month_year,quarter,year,location,lead_investors,co_investors,related_tickers,robotnik_take,source
edgx,EDGX,Ghent-based Belgian spacetech building EDGX Sterna — an NVIDIA-powered edge-AI computer for satellites with a SpaceFeather software stack including radiation-fault recovery and post-launch app deployment. Multi-unit deal with undisclosed operator (€1.1M) plus February 2026 SpaceX Falcon 9 in-orbit demo. Founded 2023.,Space,Space Components,,Pre-commercial,EU_Strategic_Tech,Seed,venture,2.6,,2025-08-11,11-Aug-25,Aug-25,3Q25,2025,Belgium (Ghent),imec.istart future fund,Flanders Future Tech Fund,,"Belgian regional-fund-led seed at €2.3M with an NVIDIA-anchored hardware stack puts EDGX in the same orbital-AI lane as Sophia Space/PiLogic but with a different defensibility model — the Sterna board ships hardware, not just software. The pre-Series-A commercial booking (€1.1M offtake before institutional series A) is the strongest revenue signal in this cohort. Public comp set: NVDA datacenter, AMD MI300; private: Sophia Space, PiLogic. Catalyst: the Feb-26 SpaceX flight proving radiation-tolerance specs.",https://www.eu-startups.com/2025/08/belgian-spacetech-innovator-edgx-raises-e2-3-million-to-boost-onboard-ai-compute-for-satellites/
space-dots,Space DOTS,London-based space-tech-instrumentation startup detecting in-orbit material anomalies via Barnacle™ embedded test platform. Launched 2022 to provide spaceflight-data services for space-tech manufacturers and operators. Founded by Bianca Cefalo.,Space,Earth Observation,,Pre-commercial,UK_National_Strategic_Capability,Seed,venture,1.5,,2025-09-08,8-Sep-25,Sep-25,3Q25,2025,UK (London),Female Founders Fund,"Feel Ventures, General Electric Company, Sie Ventures",,"$1.5M seed plus GE on the cap table is unusual — GE doesn't typically participate at pre-Series-A in space, suggesting Barnacle™ is structurally relevant to GE Aerospace's materials qualification workflow. Female Founders Fund leading is the rare gender-anchored space-tech check (founder Bianca Cefalo). Comp set is thin: Space DOTS is more adjacent to Aerospace Corp's contract-research than to a public comp. Catalyst is whether GE converts to a binding offtake.",https://techcrunch.com/2025/09/08/space-dots-raises-1-5m-seed-round-to-provide-insights-on-orbital-threats/
rendezvous-robotics,Rendezvous Robotics,"Golden, CO-based modular in-orbit assembly startup developing TESSERAE technology — flat-packed, dinner-plate-sized tiles that self-assemble in orbit using electromagnetic formation flight. Spinout from MIT (Dr. Ariel Ekblaw) via the Aurelia Institute. Test flight on ISS in early 2026 with 32 tiles. Co-founders: Ekblaw, Phil Frank, Joe Landon (ex-Lockheed Martin Ventures).",Space,In-Orbit Services,,Pre-commercial,US_DoD_Customer_Track;NASA_Customer_Track,Pre-Seed,venture,3.0,,2025-09-11,11-Sep-25,Sep-25,3Q25,2025,"USA (Golden, CO)","Aurelia Foundry, 8090 Industries","ATX Venture Partners, Mana Ventures",,"$3M pre-seed for in-orbit assembly is the largest disclosed seed in the space-station-successor cohort post-Axiom/Vast. MIT-derived TESSERAE technology + Joe Landon (ex-Lockheed Martin Ventures, ex-Voyager Space) is the credibility stack. The ISS demo in early 2026 is the binary catalyst. Comp set thin: Axiom (private, $350M debt Feb-26), Vast (Series A in dataset $500M), Starlab; public: nil. Risk is whether self-assembly works at the claimed precision with electromagnetic formation flight.",https://www.media.mit.edu/articles/rendezvous-robotics-raises-funding-to-develop-technology-for-self-assembling-space-structures/
kreios-space,Kreios Space,Spanish VLEO-satellite startup developing ABEP (air-breathing electric propulsion) engines that enable satellites to operate between 150-400km altitude — three-times-sharper imagery and broadband direct-to-device connectivity. Two test satellites planned including world's first in-orbit ABEP demonstration.,Space,Earth Observation,,Pre-commercial,EU_Sovereign_Space;NATO_Strategic,Seed,venture,9.4,,2025-09-18,18-Sep-25,Sep-25,3Q25,2025,Spain (Vigo),NATO Innovation Fund,JOIN Capital,,"NATO Innovation Fund's first satellite investment, at €8M seed, is a strong sovereign-VLEO signal — VLEO is the structural answer to Starlink for European defense customers wanting sub-LEO resolution without Russian/Chinese exposure. Comp set: Univity (Series A in dataset $32M, similar VLEO 5G), Earth-i, satellogic (SATL); public comp set is essentially zero for VLEO. Catalyst is the ABEP demo flight — if it works, Kreios becomes Europe's structural answer to Starshield.",https://www.nif.fund/news/the-nato-innovation-fund-invests-in-kreios-space-to-bring-satellites-closer-to-earth-and-europe-closer-to-strategic-autonomy/
astradyne,Astradyne,"Bari-based Italian SpaceTech developing Solar-Z — ultralight foldable solar panels for satellites, plus parallel Solar-Y product line for terrestrial deployable PV. Targets TRL 9 via in-orbit LEO testing and satellite-integrator offtake agreements. Founded 2021.",Space,Space Components,,Pre-commercial,EU_Strategic_Tech,Seed,venture,2.4,,2025-09-26,26-Sep-25,Sep-25,3Q25,2025,Italy (Bari),Primo Capital,"Galaxia, Obloo Ventures, Eureka Fund I, Puglia Co-Investment Fund",,"Primo Capital (Italy's dedicated space-economy VC) lead at €2M for a foldable-PV startup with dual space + terrestrial product lines is one of the cleanest sole-source Italian-space seeds. Solar arrays are the most under-discussed bottleneck in the smallsat cost curve — every kg saved on PV unlocks more payload. Comp set thin: SolAero (acquired by Rocket Lab RKLB), Spectrolab (BA-owned); private: Solestial (Series A in dataset $17M). Catalyst is satellite-integrator design wins; risk is competing against vertically-integrated PV from Rocket Lab.",https://primo.capital/en/post/astradyne-raises-a-eur2-milion-seed-round-ultra-light-solar-power-for-the-new-space-economy
akashalabdhi,Akashalabdhi,"Indian space-habitat startup developing ANTARIKSHAB — expandable orbital structures for microgravity research, defense, and habitation use cases. Also developing inflatable solar arrays and analogue environment studies. Incubated at FSID (IISc) and TIDES (IIT Roorkee); KickSky Accelerator alumnus. Founded by Siddharth Jena.",Space,In-Orbit Services,,Pre-commercial,India_Make_In_India,Pre-Seed,venture,1.2,,2025-09-25,25-Sep-25,Sep-25,3Q25,2025,India (Bengaluru),"LVX, 1Crowd, Riceberg Ventures","Uday Chatterjee, Romesh Sobti, Suraj Nalin",,"$1.2M pre-seed with three-way VC lead (LVX/1Crowd/Riceberg) puts Akashalabdhi into India's emerging space-habitat thesis alongside Cosmoserve and Aule Space. Expandable habitats are structurally aligned with Sierra Space LIFE module + Bigelow legacy but at sub-1% the capital intensity. Comp set: Sierra Space (private $8B post-money), Vast (Series A $500M, Mar-26), Axiom (private). Catalyst is the MVP launch; risk is whether Indian launch capacity (PSLV/SSLV) can host the expanded form factor.",https://www.indianstartuptimes.com/investment/akashalabdhi-secures-1-2m-in-pre%E2%80%91seed-to-build-expandable-space-habitats-and-dual%E2%80%91use-defense-tech/
vyomic,VyomIC,"Chennai-based deeptech startup building India's first private LEO-PNT constellation — onboard atomic clocks, encrypted signal layers, AI-driven orbit determination for indoor/urban/contested-environment navigation as a GPS-alternative. Founded by IIT Madras alumni Lokesh Kabdal, Vibhor Jain, Anurag Patil.",Space,Satellite Communications,,Pre-commercial,India_Make_In_India;Sovereign_PNT,Pre-Seed,venture,1.6,,2025-09-22,22-Sep-25,Sep-25,3Q25,2025,India (Chennai),Speciale Invest,"BYT Capital, DeVC",,"Speciale Invest lead at INR 14Cr (~$1.6M) makes VyomIC India's most-credible LEO-PNT seed. Sovereign-PNT is the long-tail GPS-replacement market China (BeiDou), Russia (GLONASS), and Europe (Galileo) already monetize at $B-scale — India has been the conspicuous absence. Comp set: Xona Space Systems (Series C in dataset $170M), TrustPoint, Astranis (not PNT but private $1.2B raised). Catalyst is the spaceborne demo mission; risk is sovereign-PNT requiring 30+ satellites before usable signal coverage.",https://www.specialeinvest.com/post/our-investment-in-vyomic-rethinking-navigation-for-a-sovereign-autonomous-future
cosmoserve-space,Cosmoserve Space,Indian space-tech startup developing autonomous robotic spacecraft for orbital-debris mitigation. Founded by Dr. Chiranjeevi Phanindra (former ISRO scientist + Deputy Project Director of India's Gaganyaan human-spaceflight mission). Heavily oversubscribed pre-seed; LOIs include Skyroot co-founder Pawan Kumar Chandana as strategic backer.,Space,In-Orbit Services,,Pre-commercial,India_Make_In_India,Pre-Seed,venture,3.17,,2025-09-30,30-Sep-25,Sep-25,3Q25,2025,India (Hyderabad),Alan Rutledge,"AUM Ventures, Shakti VC, Ram Shriram",,"$3.17M pre-seed is among the largest concept-stage Indian space rounds disclosed. Ex-Gaganyaan deputy-project-director + Ram Shriram (early Google + Sequoia veteran) on the cap table is rarified validation for a pre-revenue founder team. Active-debris-removal is the under-funded twin to ISAM — Astroscale's market positioning but for distributed removal at scale. Comp set: ASTR (Astroscale, Tokyo public), ClearSpace (private CHF40M raised), Privateer (private). Catalyst is the first robotic-spacecraft demo and whether IN-SPACe certification accelerates.",https://www.indianstartuptimes.com/investment/cosmoserve-space-secures-3-17m-to-tackle-orbital-debris-with-robotic-spacecraft/
orbitaid-aerospace,OrbitAID Aerospace,"Chennai-based on-orbit-refueling startup developing the Standard Interface Docking and Refueling Port (SIDRP). Plans a miniature tanker satellite demo within 4 months of close, full tanker by 2027, and a deployed fuel-station network by 2030. Founded 2021 by Sakthikumar R, Nikhil Balasubramanian, Mano Balaji K.",Space,In-Orbit Services,,Pre-commercial,India_Make_In_India,Pre-Seed,venture,1.5,,2025-01-15,15-Jan-25,Jan-25,1Q25,2025,India (Chennai),Unicorn India Ventures,Tamil Nadu Startup and Innovation Mission,,"$1.5M pre-seed with a state-government co-investor (TANSIM) positions OrbitAID as Tamil Nadu's flagship space play — comparable to Karnataka's backing of Skyroot/Pixxel. Refueling-services market is structurally aligned with Spaceium (YC), Orbit Fab, and Liftero (Poland) — global TAM is ~$10B by 2030 per Astroscale estimates. SIDRP standard adoption is the leverage point. Comp set thin: ORF, Orbit Fab (private), Spaceium (YC seed in this list); public: nil. Catalyst is the miniature tanker demo and whether SIDRP becomes a de facto industry standard.",https://www.finsmes.com/2025/01/orbitaid-raises-1-5m-in-pre-seed-funding.html
titan4,Titan4,"Rome-based AI-driven Earth-intelligence platform. Integrates satellite data, ground sensors, and climate models to analyze infrastructure conditions (bridges, dams, water/energy/transport networks) and identify anomalies. Founded 2019; ESA BIC Lazio alumnus; spun out of ESA Earth-Observation HQ in Frascati.",Space,Earth Observation,,Pre-commercial,EU_Strategic_Tech;EU_NextGenerationEU,Seed (extension),venture,4.5,,2025-10-14,14-Oct-25,Oct-25,4Q25,2025,Italy (Rome),CDP Venture Capital,"Vertis (Vertis Venture 6 Digital South), Galaxia, Obloo Ventures",,"€4M extension led by CDP (Italy's sovereign-wealth-adjacent venture arm) with NextGenerationEU backing — explicitly classified as Series A by company but functionally a Seed-extension by ticket size. EO-as-infrastructure-monitoring is the post-Planet thesis: not selling pixels but selling integrity assessments for capital-asset operators. Comp set: Planet Labs (PL), BlackSky (BKSY), Satellogic (SATL); private: ICEYE, Capella. Catalyst is winning national-grid or rail infrastructure offtake — a deep-customer-validation play, not technology risk.",https://commercialisation.esa.int/2025/10/titan4-esa-bic-lazio-alumni-raises-e4-million-to-boost-predictive-infrastructure-monitoring/
bull-space,BULL,"Japanese space-sustainability startup spun out of ALE Co.'s 2022 debris-management-division divestiture. Develops Post-Mission Disposal — a thin-film membrane coating that creates drag, slowing satellites and accelerating natural deorbit. J-Startup public-private-partnership 5th-cohort selection. Founded by Yasuhito Uto.",Space,In-Orbit Services,,Pre-commercial,Japan_Space_Strategy_Fund,Seed,venture,2.5,,2025-11-25,25-Nov-25,Nov-25,4Q25,2025,Japan (Tokyo),Undisclosed,Undisclosed,,"Seed (third-party allotment + loans, exact composition undisclosed) makes BULL the only Japanese post-mission-disposal pure-play with a J-Startup designation. PMD-as-a-service is the structural offshoot of the active-debris-removal market — instead of removing existing debris, prevent future debris at the satellite-design stage. Comp set: Astroscale (ASTR Tokyo public), Privateer (private), ClearSpace (private). Catalyst is whether JAXA's debris-mitigation regulation mandates PMD-style devices on Japanese satellites — a regulatory tailwind catalyst, not a technology one.",https://bull-space.com/pr/pr_20251125
reditus-space,Reditus Space,"Atlanta-based reusable-spacecraft startup developing ENOS — a free-flying, reusable reentry vehicle with 40kg payload return capability. ""Microgravity-as-a-Service"" model targeting pharma, biotech, and semiconductor-substrate customers. Founded October 2024 by Stef Crum and Will Sherman, both Georgia Tech engineering grads. Y Combinator W25 cohort.",Space,In-Orbit Services,,Pre-commercial,None,Seed,venture,7.1,,2025-12-02,2-Dec-25,Dec-25,4Q25,2025,"USA (Atlanta, GA)","Y Combinator, Antler",Aera VC,,"$7.1M is the largest reusable-reentry-vehicle seed disclosed since Outpost ($7.1M, 2022) and Inversion ($10.2M, 2022). YC + Antler co-anchoring with a party-style cap table reflects YC's deepening space-thesis allocation (Apolink, Catalyx, Sophia all YC). Microgravity-as-a-Service competes structurally with Varda's pharma path but at 1/20th the burn — Reditus' 40kg payload is small enough to fly on rideshares. Comp set: Varda (private), Catalyx (in this list), Lux Aeterna (in this list), Orbital Paradigm (in this list). Catalyst: summer-2026 demo launch.",https://spacenews.com/reditus-space-joins-reusable-satellite-wave-with-7-million-seed-round/
