entity_id,company,company_description,sector,subsector,value_chain_tier,bottleneck_risk,policy_exposure,round,deal_type,amount_m,valuation_m,date,date_display,month_year,quarter,year,location,lead_investors,co_investors,related_tickers,robotnik_take,source
alloy-robotics,Alloy,"Alloy is a robotics-data platform that lets teams organize, search, and analyze multimodal robot data using natural language, claiming up to 90% reduction in data-processing time. Early Australian customers include Hullbot, Breaker, and Greenroom Robotics.",Robotics,Software & Simulation,,Pre-commercial,None,Pre-Seed,venture,4.5,,2025-09-24,24-Sep-25,Sep-25,3Q25,2025,"Sydney, Australia",Blackbird,"Airtree, Xtal, Skip Capital",,$4.5M pre-seed flagged as one of Australia's largest pre-seed rounds. Direct comp is Rerun ($17M seed for Stockholm-based physical-AI data infra) plus US adjacent player Neuracore. Blackbird leading rather than a US generalist fund signals the data-layer thesis is now defended regionally. Angel roster includes operators from Tesla Waymo Carbon Robotics — strong signal on the founder. Thesis is whether the natural-language query surface on robot data is durable as foundation-model providers extend into the data tooling layer.,https://retailtechinnovationhub.com/home/2025/9/24/robotics-and-data-startup-alloy-nabs-45-million-pre-seed-funding-round-fronted-by-blackbird
airbound,Airbound,"Airbound builds ultra-light blended-wing-body delivery drones that launch vertically tail-sitter-style and fly horizontally. The Bengaluru team, led by 20-year-old founder Naman Pushp, targets one-cent unit-economics on parcel delivery via aerodynamic efficiency.",Robotics,Autonomous Systems & Drones,,Pre-commercial,None,Seed,venture,8.65,,2025-10-14,14-Oct-25,Oct-25,4Q25,2025,"Bengaluru, India",Lachy Groom,"Humba Ventures, Lightspeed Venture Partners",,"$8.65M seed at very-young-founder pricing — Lachy Groom (Physical Intelligence co-founder) anchoring with Lightspeed plus angels from Tesla SpaceX Anduril. Comp set on delivery drones: Zipline (private, late-stage), Wing (Alphabet subsidiary), Matternet (private). Airbound's claim is structural: blended-wing-body efficiency drives a one-cent target that Zipline's fixed-wing platform can't reach. Indian first market plus medical-delivery pilot is the wedge. Risk is regulatory and operational, not technical — drone delivery scale is bottlenecked on airspace approvals not aerodynamics.",https://techcrunch.com/2025/10/14/indias-airbound-led-by-20-year-old-bags-8-65m-to-work-toward-one-cent-drone-deliveries-at-scale/
roboparty,RoboParty,"RoboParty is a Shanghai-based startup building a fully open-source bipedal humanoid robot called ROBOTO ORIGIN, with hardware designs, low-level control code, and Sim2Real solutions all publicly available. Founded by 21-year-old Huang Yi.",Robotics,Humanoid & Service Robots,,Pre-commercial,Export controls; China-origin,Seed,venture,10.0,,2025-11-15,15-Nov-25,Nov-25,4Q25,2025,"Shanghai, China","Matrix Partners China, Xiaomi Strategic Investment","L2F Light Source Entrepreneurs Fund, Galbot",,"$10M seed — the largest seed in China's open-source humanoid sector. Matrix Partners China plus Xiaomi Strategic Investment co-leading signals corporate consumer-electronics capital is treating open-source humanoid as a developer-distribution play, not a product-revenue play. Comp set: Unitree (private, more mature closed-source) on bipedal hardware, plus US analogs like K-Scale Labs (open hardware seed). Thesis is whether open-source distribution converts to enterprise integration revenue.",https://humanoidroboticstechnology.com/industry-news/roboparty-launches-origin-a-full-stack-open-source-bipedal-humanoid-robot/
sensetics,Sensetics,"Sensetics develops a touch-sensing platform combining Touch Signature programmable fabrics with AI-powered tactile capture and replay tools. The Princeton team is targeting robotic arms, surgical tools, wearables, and VR/AR touch controllers.",Robotics,Machine Vision & Sensors,Components & Subsystems,Pre-commercial,None,Pre-Seed,venture,1.75,,2025-11-13,13-Nov-25,Nov-25,4Q25,2025,"Princeton, USA","MetaVC Partners, Fitz Gate Ventures","Blue Sky Capital, AIC Ventures",,"Sub-$2M pre-seed for a UC Berkeley/Virginia Tech tactile-sensing spinout. Comp set is genuinely thin — listed analogs are stretched: TE Connectivity (TEL) on industrial sensors, plus private players SynTouch (acquired by Tekscan) and Contactile (Australia) on robotic tactile fingertips. The Sensetics edge is the recording-and-replay framing rather than pure sensing — turning touch into a transmissible medium. Thesis turns on whether surgical-robot and humanoid-hand OEMs adopt a third-party tactile stack at scale.",https://www.prnewswire.com/news-releases/sensetics-raises-1-75m-to-take-touch-sensing-and-haptics-into-the-digital-age-302614844.html
buildroid-ai,Buildroid AI,"Buildroid AI develops simulation-first construction robotics, integrating specialized and general-purpose robots into contractor workflows starting with block-laying robots using BIM-to-BUILD simulation. The US team is targeting UAE construction with deployments planned for Q2 2026.",Robotics,Industrial Robots,,Pre-commercial,None,Pre-Seed,venture,2.0,,2025-11-24,24-Nov-25,Nov-25,4Q25,2025,USA / UAE deployment,Tim Draper,,,"$2M pre-seed flagged because of Tim Draper anchoring solo — typical Draper signal for early hardware bets. Comp set in construction robotics: All3 (already in dataset, $25M seed for legged construction platform), Sitegeist (€4M pre-seed concrete renovation), plus listed Caterpillar (CAT) Komatsu (KMTUY) on equipment automation. UAE-first commercial wedge is unusual and defendable given Gulf labor economics. Risk is the simulation-to-physical gap at masonry tolerances — block-laying isn't trivial.",https://www.wamda.com/2025/11/buildroid-emerges-stealth-2-million-pre-seed-investment
neuracore,Neuracore,Neuracore is a London-based cloud-native robot-learning platform that lets robotics teams move from data collection to deployed ML models in days rather than months. Founded by Stephen James of Imperial College London; deployed across 50+ commercial and academic robotics organizations.,Robotics,Software & Simulation,,Pre-commercial,None,Pre-Seed,venture,3.0,,2025-11-27,27-Nov-25,Nov-25,4Q25,2025,"London, UK",Earlybird Venture Capital,"firstminute capital, Heracles Capital, Clem Delangue",,"$3M pre-seed in the same data-infrastructure category as Rerun ($17M) and Alloy ($4.5M) — three teams attacking the same pain point from different angles. Neuracore's edge is the academic distribution plus the Clem Delangue check, which echoes Hugging Face's open-source-to-enterprise playbook. Listed adjacencies are stretched: Datadog (DDOG) on observability, Snowflake (SNOW) on platform monetization of data. Thesis turns on whether being the standard learning stack inside universities converts to commercial pull as those PhDs ship into industry.",https://techfundingnews.com/neuracore-3m-preseed-robotics-infrastructure/
antioch,Antioch,"Antioch is a robotics simulation infrastructure platform that lets teams build, test, and deploy autonomous systems entirely in software, creating thousands of digital twins in parallel and integrating with CI/CD workflows. Co-founded by Stanford graduates with ex-Tesla, DeepMind, and Meta Reality Labs backgrounds.",Robotics,Software & Simulation,,Pre-commercial,None,Pre-Seed,venture,4.24,,2025-12-08,8-Dec-25,Dec-25,4Q25,2025,"New York, USA",A*,"Abstract Ventures, MaC Venture Capital, Box Group, Icehouse Ventures",,"$4.24M pre-seed for a Tesla-Autopilot-and-DeepMind-pedigree team building parallel simulation infrastructure. Comp set: Nvidia (NVDA) Isaac Sim on the proprietary side, plus private players Foretellix and Applied Intuition on the AV simulation pricing curve. Antioch's pitch is generalizing the Tesla/Waymo internal simulation stack to every robotics team as a third-party. Four months later the seed priced at $60M post — pricing the pre-seed conviction at meaningful gains while keeping the company in the seed-tier still.",https://www.therobotreport.com/antioch-raises-pre-seed-funding-accelerate-ai-robotics-testing/
scrubmarine,ScrubMarine,ScrubMarine is a UK maritime robotics startup developing an autonomous system for cleaning and inspecting ship hulls. Founded by 21-year-old engineer Rohith Devanathan and targets the shipping industry's hull-fouling fuel-efficiency problem.,Robotics,Autonomous Systems & Drones,,Pre-commercial,None,Pre-Seed,venture,1.0,,2025-12-23,23-Dec-25,Dec-25,4Q25,2025,United Kingdom,PXN Ventures,,,"Pre-seed at the threshold — flagged because hull-fouling drives an estimated 9% of shipping fuel waste, a clearly bounded TAM in a regulated sector. Comp set: Greensea IQ (private) and Notilo Plus (acquired) on subsea inspection robots, plus listed shipping adjacencies Maersk (AMKBY) on operator demand and PSI Software on fleet optimization. Solo founder plus solo lead is high beta — execution risk is the binding constraint, not technology or market pull.",https://www.uktechnews.info/2025/12/23/scrubmarine-secures-740k-pre-seed-investment-led-by-pxn-ventures/
allonic,Allonic,"Allonic develops an automated 3D tissue braiding manufacturing process that weaves robotic bodies in a continuous process rather than assembling hundreds of precision parts. The Budapest team is targeting manipulators, hands, and grippers, with arms and full-body systems as later expansion.",Robotics,Motion Control & Actuators,Components & Subsystems,Pre-commercial,None,Pre-Seed,venture,7.2,,2026-02-10,10-Feb-26,Feb-26,1Q26,2026,"Budapest, Hungary",Visionaries Club,"Day One Capital, Prototype Capital, SDAC Ventures, TinyVC, RoboStrategy",,"$7.2M — Hungary's largest pre-seed ever — for a robotics manufacturing-process play rather than a robot OEM. Comp set is thin: closest listed adjacency is Harmonic Drive (private) on actuator manufacturing, plus private peer Wandelbots on robot-component flexibility. The angel roster from OpenAI Hugging Face ETH Zurich Northwestern is the strongest signal in this batch — implies the technical thesis cleared deep AI/robotics scrutiny. Thesis is whether the manufacturing-process IP is licensable or whether they go full robot-platform vertical.",https://sifted.eu/articles/openai-hugging-face-hungary-biggest-ever-pre-seed
octobotics,Octobotics,Octobotics builds AI-enabled non-destructive testing inspection robots designed for harsh industrial environments. The Indian team targets industrial asset inspection and rail automation.,Robotics,Machine Vision & Sensors,,Pre-commercial,None,Seed,venture,1.1,,2026-02-07,7-Feb-26,Feb-26,1Q26,2026,India,Navam Capital,BYT Capital,,"$1.1M seed — at the lower threshold, flagged for sector category. Comp set: Gecko Robotics (private, unicorn-status on industrial inspection) and ABB (ABBNY) plus listed AOI player Cognex (CGNX) on machine vision. India inspection-robotics density is rising — both Octobotics and Armatrix raising within weeks of each other in February signals a regional cluster forming. Risk is execution at scale in nuclear/oil-and-gas industrial customer cycles.",https://www.business-standard.com/content/press-releases-ani/ai-enabled-ndt-robotics-startup-octobotics-raises-rs-10-crore-in-series-seed-funding-to-transform-asset-integrity-across-industries-126020700010_1.html
upside-robotics,Upside Robotics,"Upside Robotics builds lightweight solar-powered autonomous robots that deliver precise fertilizer doses to crop root zones, currently focused on corn farms. The Waterloo team has cut customer fertilizer use by ~70% with 100% retention, scaling from 70 to 3,000+ acres in 18 months.",Robotics,Autonomous Systems & Drones,Deployment & Operation,Pre-commercial,None,Seed,venture,7.5,,2026-02-11,11-Feb-26,Feb-26,1Q26,2026,"Waterloo, Canada",Plural,"Garage Capital, Entrepreneurs First",,$7.5M seed with Plural leading — the second Plural-led robotics seed in this sweep after Sunrise Robotics. Comp set on ag automation: listed Deere (DE) AGCO (AGCO) CNH (CNHI) on tractor automation; private peers Carbon Robotics (Series D weed control) and Burro (Series A in-field carts). Upside's edge is fertilizer-specific economics — $150/acre savings is a hard-to-fake operator-pull metric. Plural plus Clearpath founders is meaningful — Clearpath-network capital backs Canadian ag automation.,https://uwaterloo.ca/news/75-million-seed-funding-helps-upside-robotics-plant-seeds
index-robotics,Index Robotics,"Index Robotics develops upper-body humanoid robots built around proprietary high-precision actuators that resolve gear-reducer limitations. The Korean team's INDEX01 prototype targets logistics handling, machining support, and precision assembly tasks.",Robotics,Humanoid & Service Robots,Components & Subsystems,Pre-commercial,None,Seed,venture,1.0,,2026-02-20,20-Feb-26,Feb-26,1Q26,2026,South Korea,Futureplay,"Bass Ventures, 500 Global",,"$1M seed at the threshold — flagged because of the actuator-first thesis. Index's CEO Seung-hoon Shin explicitly frames hardware not AI as the binding constraint for humanoid commercialization. Comp set: Harmonic Drive (Tokyo: 6324) on listed actuators, AILOS Robotics (already in dataset, €3.5M seed) on European actuator startups, plus private Reflex Robotics on wheeled mobile manipulation. Korea's robotics components depth is the under-priced moat — Samsung LG Hanwha all sourcing locally.",https://en.wowtale.net/2026/02/20/233542/
